qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,Target
1585,173,55,20,14,17,1:38.209,,,0
1586,173,41,16,23,18,1:38.269,,,0
1587,173,63,15,17,19,1:38.490,,,0
1588,173,64,15,16,20,1:38.576,,,0
1589,173,48,18,20,21,1:39.972,,,0
1590,173,60,18,21,22,1:40.462,,,0
1591,175,57,1,1,1,1:30.462,,,1
1592,175,14,1,2,2,1:30.946,,,1
1593,175,30,6,3,3,1:31.781,,,1
1594,175,22,24,16,4,1:32.148,,,1
1595,175,49,17,8,5,1:32.276,,,1
1596,175,56,6,4,6,1:32.289,,,1
1597,175,21,22,9,7,1:32.540,,,1
1598,175,23,3,6,8,1:32.691,,,1
1599,175,71,17,7,9,1:32.695,,,1
1600,175,25,22,10,10,1:32.789,,,1
1601,175,35,16,22,11,1:32.888,,,0
1602,175,15,20,19,12,1:32.971,,,0
1603,175,65,24,17,13,1:32.991,,,0
1604,175,64,15,12,14,1:33.374,,,0
1605,175,70,3,5,15,1:33.549,,,0
1606,175,55,15,11,16,1:33.910,,,0
1607,175,68,21,15,17,1:34.182,,,0
1608,175,37,21,14,18,1:34.244,,,0
1609,175,41,16,23,19,1:34.412,,,0
1610,175,44,20,18,20,1:35.068,,,0
1611,175,69,18,20,21,1:35.316,,,0
1612,175,48,18,21,22,1:37.013,,,0
1613,176,57,1,1,1,1:16.568,,,1
1614,176,14,1,2,2,1:16.715,,,1
1615,176,22,24,16,3,1:17.305,,,1
1616,176,30,6,3,4,1:17.578,,,1
1617,176,21,22,9,5,1:17.810,,,1
1618,176,56,6,4,6,1:17.843,,,1
1619,176,71,17,7,7,1:17.884,,,1
1620,176,49,17,8,8,1:17.902,,,1
1621,176,25,22,10,9,1:18.334,,,1
1622,176,65,24,17,10,1:18.374,,,1
1623,176,23,3,6,11,1:18.506,,,0
1624,176,44,20,18,12,1:18.636,,,0
1625,176,15,20,19,13,1:18.684,,,0
1626,176,55,15,11,14,1:18.716,,,0
1627,176,64,15,12,15,1:19.194,,,0
1628,176,70,3,5,16,1:19.452,,,0
1629,176,72,18,20,17,1:20.016,,,0
1630,176,37,21,14,18,1:20.075,,,0
1631,176,68,21,15,19,1:20.096,,,0
1632,176,48,18,21,20,1:20.710,,,0
1633,176,35,16,22,21,,,,0
1634,177,57,1,1,1,1:26.362,,,1
1635,177,14,1,2,2,1:26.384,,,1
1636,177,30,6,3,3,1:26.538,,,1
1637,177,56,6,4,4,1:26.993,,,1
1638,177,35,16,22,5,1:27.313,,,1
1639,177,22,24,16,6,1:27.409,,,1
1640,177,49,17,8,7,1:27.613,,,1
1641,177,71,17,7,8,1:27.708,,,1
1642,177,23,3,6,9,1:27.770,,,1
1643,177,70,3,5,10,1:28.142,,,1
1644,177,44,20,18,11,1:28.205,,,0
1645,177,65,24,17,12,1:28.246,,,0
1646,177,55,15,11,13,1:28.253,,,0
1647,177,15,20,19,14,1:28.403,,,0
1648,177,64,15,12,15,1:28.599,,,0
1649,177,21,22,9,16,1:28.750,,,0
1650,177,25,22,10,17,1:28.765,,,0
1651,177,37,21,14,18,1:29.293,,,0
1652,177,63,16,23,19,1:29.451,,,0
1653,177,68,21,15,20,1:29.656,,,0
1654,177,48,18,21,21,1:30.035,,,0
1655,177,69,18,22,22,1:30.945,,,0
1656,191,57,1,8,1,1:30.010,,,1
1657,191,14,1,7,2,1:30.053,,,1
1658,191,30,6,3,3,1:30.767,,,1
1659,191,35,3,1,4,1:30.919,,,1
1660,191,65,15,15,5,1:31.384,,,1
1661,191,49,3,2,6,1:31.397,,,1
1662,191,21,22,5,7,1:31.733,,,1
1663,191,56,6,4,8,1:31.767,,,1
1664,191,23,17,10,9,1:32.392,,,1
1665,191,71,17,9,10,1:32.399,,,1
1666,191,25,22,6,11,1:32.726,,,0
1667,191,55,15,14,12,1:33.240,,,0
1668,191,68,25,20,13,1:33.291,,,0
1669,191,22,24,18,14,1:33.383,,,0
1670,191,15,20,12,15,1:33.739,,,0
1671,191,63,21,17,16,1:33.927,,,0
1672,191,74,18,23,17,1:34.646,,,0
1673,191,76,24,19,18,1:34.906,,,0
1674,191,73,25,20,19,1:35.119,,,0
1675,191,64,21,16,20,1:35.140,,,0
1676,191,44,20,14,21,1:35.215,,,0
1677,191,75,18,22,22,1:35.301,,,0
1678,192,57,1,8,1,1:17.092,,,1
1679,192,14,1,7,2,1:17.757,,,1
1680,192,49,3,2,3,1:18.109,,,1
1681,192,30,6,3,4,1:18.250,,,1
1682,192,25,22,6,5,1:18.261,,,1
1683,192,56,6,4,6,1:18.449,,,1
1684,192,21,22,5,7,1:18.652,,,1
1685,192,23,17,10,8,1:18.735,,,1
1686,192,44,20,14,9,1:18.753,,,1
1687,192,35,3,1,10,1:18.761,,,1
1688,192,71,17,9,11,1:18.988,,,0
1689,192,15,20,12,12,1:19.069,,,0
1690,192,22,24,18,13,1:19.344,,,0
1691,192,65,15,15,14,1:19.375,,,0
1692,192,55,15,14,15,1:19.449,,,0
1693,192,76,24,19,16,1:19.375,,,0
1694,192,68,25,21,17,1:20.203,,,0
1695,192,75,18,22,18,1:20.390,,,0
1696,192,74,18,23,19,1:20.459,,,0
1697,192,63,21,17,20,1:20.481,,,0
1698,192,73,25,20,21,1:20.748,,,0
1699,192,64,21,16,22,1:20.847,,,0
1700,193,14,1,7,1,1:25.852,,,1
1701,193,30,6,3,2,1:26.251,,,1
1702,193,57,1,8,3,1:26.632,,,1
1703,193,56,6,4,4,1:26.780,,,1
1704,193,23,17,10,5,1:26.827,,,1
1705,193,49,3,2,6,1:26.876,,,1
1706,193,35,3,1,7,1:26.941,,,1
1707,193,25,22,6,8,1:27.198,,,1
1708,193,71,17,9,9,1:27.483,,,1
1709,193,21,22,5,10,1:27.836,,,1
1710,193,55,15,14,11,1:27.839,,,0
1711,193,65,15,15,12,1:28.016,,,0
1712,193,68,25,18,13,1:28.811,,,0
1713,193,22,24,18,14,1:29.249,,,0
1714,193,44,20,11,15,1:29.320,,,0
1715,193,15,20,12,16,1:29.352,,,0
1716,193,63,21,17,17,1:29.617,,,0
1717,193,64,21,16,18,1:29.617,,,0
1718,193,75,18,22,19,1:30.054,,,0
1719,193,74,18,23,20,1:30.158,,,0
1720,193,73,25,20,21,1:30.437,,,0
1721,193,76,24,19,22,1:31.178,,,0
1722,199,57,1,8,1,1:23.271,,,1
1723,199,30,6,3,2,1:23.720,,,1
1724,199,35,3,1,3,1:24.102,,,1
1725,199,14,1,7,4,1:24.310,,,1
1726,199,56,6,4,5,1:24.436,,,1
1727,199,49,3,2,6,1:24.442,,,1
1728,199,71,17,9,7,1:24.542,,,1
1729,199,55,15,14,8,1:25.081,,,1
1730,199,65,15,15,9,1:25.084,,,1
1731,199,21,22,5,10,1:25.654,,,1
1732,199,25,22,6,11,1:25.760,,,0
1733,199,64,21,16,12,1:26.376,,,0
1734,199,63,21,17,13,1:26.487,,,0
1735,199,15,20,12,14,1:26.808,,,0
1736,199,50,24,19,15,1:26.948,,,0
1737,199,22,24,18,16,1:26.990,,,0
1738,199,68,25,21,17,1:27.061,,,0
1739,199,74,18,23,18,1:28.051,,,0
1740,199,75,18,22,19,1:28.123,,,0
1741,199,73,25,20,20,1:28.608,,,0
1742,199,23,17,9,21,,,,0
1743,199,44,20,11,22,,,,0
1744,200,21,22,5,1,1:29.598,,,1
1745,200,55,15,14,2,1:30.317,,,1
1746,200,57,1,8,3,1:30.517,,,1
1747,200,30,6,3,4,1:30.551,,,1
1748,200,22,24,18,5,1:31.005,,,1
1749,200,63,21,17,6,1:31.028,,,1
1750,200,49,3,2,7,1:31.515,,,1
1751,200,56,6,4,8,1:31.651,,,1
1752,200,23,17,10,9,1:31.917,,,1
1753,200,44,20,11,10,1:32.081,,,1
1754,200,35,3,1,11,1:32.083,,,0
1755,200,50,24,19,12,1:32.099,,,0
1756,200,64,21,16,13,1:32.206,,,0
1757,200,14,1,7,14,1:32.399,,,0
1758,200,71,17,9,15,1:32.718,,,0
1759,200,15,20,12,16,1:32.906,,,0
1760,200,25,22,6,17,1:33.185,,,0
1761,200,65,15,15,18,1:33.205,,,0
1762,200,74,18,23,19,1:33.399,,,0
1763,200,68,25,21,20,1:34.090,,,0
1764,200,75,18,22,21,1:34.536,,,0
1765,200,73,25,20,22,1:34.910,,,0
1766,201,57,1,8,1,1:41.838,,,1
1767,201,14,1,7,2,1:42.347,,,1
1768,201,35,3,1,3,1:42.365,,,1
1769,201,23,17,10,4,1:42.994,,,1
1770,201,71,17,9,5,1:43.183,,,1
1771,201,56,6,4,6,1:43.270,,,1
1772,201,25,22,6,7,1:43.341,,,1
1773,201,21,22,5,8,1:43.369,,,1
1774,201,30,6,3,9,1:43.459,,,1
1775,201,49,3,2,10,1:43.467,,,1
1776,201,55,15,14,11,1:43.663,,,0
1777,201,65,15,15,12,1:44.599,,,0
1778,201,22,24,16,13,1:44.776,,,0
1779,201,15,20,12,14,1:44.844,,,0
1780,201,68,25,21,15,1:44.961,,,0
1781,201,44,20,11,16,1:45.197,,,0
1782,201,63,21,17,17,1:45.276,,,0
1783,201,64,21,16,18,1:45.588,,,0
1784,201,50,24,19,19,1:45.623,,,0
1785,201,75,18,22,20,1:46.713,,,0
1786,201,74,18,23,21,1:47.265,,,0
1787,203,57,1,8,1,1:48.682,,,1
1788,203,14,1,7,2,1:48.845,,,1
1789,203,71,17,9,3,1:49.728,,,1
1790,203,30,6,3,4,1:50.027,,,1
1791,203,56,6,4,5,1:50.189,,,1
1792,203,35,3,1,6,1:50.204,,,1
1793,203,21,22,5,7,1:50.462,,,1
1794,203,23,17,10,8,1:50.501,,,1
1795,203,49,3,2,9,1:50.686,,,1
1796,203,55,15,14,10,1:51.189,,,1
1797,203,25,22,6,11,1:51.648,,,0
1798,203,65,15,15,12,1:51.851,,,0
1799,203,15,20,12,13,1:52.572,,,0
1800,203,22,24,18,14,1:52.670,,,0
1801,203,44,20,11,15,1:52.784,,,0
1802,203,64,21,16,16,1:53.037,,,0
1803,203,50,24,19,17,1:53.149,,,0
1804,203,63,21,17,18,1:53.207,,,0
1805,203,68,25,21,19,1:53.237,,,0
1806,203,73,25,20,20,1:54.850,,,0
1807,203,75,18,22,21,1:55.084,,,0
1808,203,74,18,23,22,1:55.520,,,0
1809,207,35,3,3,1,1:29.369,,,1
1810,207,49,3,4,2,1:31.123,,,1
1811,207,30,6,5,3,1:31.472,,,1
1812,207,14,1,10,4,1:31.531,,,1
1813,207,56,6,6,5,1:31.881,,,1
1814,207,57,1,9,6,1:31.971,,,1
1815,207,65,15,16,7,1:32.287,,,1
1816,207,55,22,7,8,1:32.593,,,1
1817,207,44,20,14,9,1:32.842,,,1
1818,207,77,22,8,10,1:32.870,,,1
1819,207,22,24,22,11,1:33.075,,,0
1820,207,23,17,11,12,1:33.130,,,0
1821,207,78,15,17,13,1:33.327,,,0
1822,207,21,17,12,14,1:33.552,,,0
1823,207,79,18,20,15,1:33.798,,,0
1824,207,75,20,15,16,1:33.989,,,0
1825,207,15,18,21,17,1:34.120,,,0
1826,207,63,25,19,18,1:34.229,,,0
1827,207,76,24,23,19,1:34.623,,,0
1828,207,71,21,1,20,1:34.806,,,0
1829,207,50,25,18,21,1:34.943,,,0
1830,207,64,21,2,22,1:35.972,,,0
1831,208,35,3,3,1,1:16.004,,,1
1832,208,30,6,5,2,1:16.594,,,1
1833,208,77,22,8,3,1:16.644,,,1
1834,208,57,1,9,4,1:16.692,,,1
1835,208,44,20,14,5,1:16.576,,,1
1836,208,55,22,7,6,1:16.757,,,1
1837,208,21,17,12,7,1:16.912,,,1
1838,208,49,3,4,8,1:16.971,,,1
1839,208,71,21,1,9,1:17.090,,,1
1840,208,23,17,11,10,1:17.175,,,1
1841,208,22,24,22,11,1:17.259,,,0
1842,208,14,1,10,12,1:17.262,,,0
1843,208,65,15,16,13,1:17.409,,,0
1844,208,56,6,6,14,1:17.527,,,0
1845,208,75,20,15,15,1:17.999,,,0
1846,208,64,21,2,16,1:18.095,,,0
1847,208,15,18,21,17,1:18.336,,,0
1848,208,79,18,20,18,1:18.557,,,0
1849,208,78,15,17,19,1:18.644,,,0
1850,208,76,24,23,20,1:18.773,,,0
1851,208,50,25,18,21,1:18.885,,,0
1852,208,63,25,19,22,1:19.274,,,0
1853,209,35,3,3,1,1:24.473,,,1
1854,209,49,3,4,2,1:25.271,,,1
1855,209,44,20,14,3,1:25.491,,,1
1856,209,30,6,5,4,1:25.773,,,1
1857,209,22,24,22,5,1:25.942,,,1
1858,209,23,17,11,6,1:26.218,,,1
1859,209,56,6,6,7,1:26.327,,,1
1860,209,65,15,16,8,1:26.564,,,1
1861,209,21,17,12,9,1:26.619,,,1
1862,209,14,1,10,10,1:26.799,,,1
1863,209,55,22,7,11,1:27.076,,,0
1864,209,77,22,8,12,1:27.259,,,0
1865,209,71,21,1,13,1:27.281,,,0
1866,209,78,15,17,14,1:27.690,,,0
1867,209,76,24,23,15,1:28.035,,,0
1868,209,50,25,18,16,1:28.094,,,0
1869,209,57,1,9,17,1:28.135,,,0
1870,209,15,18,21,18,1:28.160,,,0
1871,209,63,25,19,19,1:28.224,,,0
1872,209,75,20,15,20,1:28.366,,,0
1873,209,79,18,20,21,1:28.413,,,0
1874,209,64,21,2,22,1:28.696,,,0
1875,210,35,3,3,1,1:23.303,,,1
1876,210,49,3,4,2,1:23.646,,,1
1877,210,30,6,5,3,1:23.955,,,1
1878,210,44,20,14,4,1:24.075,,,1
1879,210,23,17,11,5,1:24.081,,,1
1880,210,21,17,12,6,1:24.596,,,1
1881,210,65,15,16,7,1:24.723,,,1
1882,210,57,1,9,8,1:24.812,,,1
1883,210,56,6,6,9,1:24.862,,,1
1884,210,14,1,10,10,1:25.077,,,1
1885,210,77,22,8,11,1:25.371,,,0
1886,210,78,15,17,12,1:25.554,,,0
1887,210,22,24,22,13,1:25.579,,,0
1888,210,55,22,7,14,1:25.729,,,0
1889,210,71,21,1,15,1:25.743,,,0
1890,210,76,24,23,16,1:26.192,,,0
1891,210,64,21,2,17,1:26.253,,,0
1892,210,75,20,15,18,1:26.712,,,0
1893,210,63,25,19,19,1:26.852,,,0
1894,210,15,18,21,20,1:26.960,,,0
1895,210,50,25,18,21,1:27.428,,,0
1896,210,79,18,20,22,1:28.727,,,0
1897,211,49,3,4,1,1:18.216,,,1
1898,211,30,6,5,2,1:18.235,,,1
1899,211,35,3,3,3,1:18.583,,,1
1900,211,21,17,12,4,1:18.665,,,1
1901,211,14,1,10,5,1:18.779,,,1
1902,211,23,17,11,6,1:18.943,,,1
1903,211,65,15,16,7,1:19.105,,,1
1904,211,57,1,9,8,1:19.119,,,1
1905,211,55,22,7,9,1:19.263,,,1
1906,211,22,24,22,10,1:19.295,,,1
1907,211,78,15,17,11,1:19.468,,,0
1908,211,44,20,14,12,1:19.626,,,0
1909,211,71,21,1,13,1:19.674,,,0
1910,211,63,25,18,14,1:19.694,,,0
1911,211,56,6,6,15,1:19.723,,,0
1912,211,64,21,2,16,1:19.860,,,0
1913,211,77,22,8,17,1:20.199,,,0
1914,211,15,18,21,18,1:20.349,,,0
1915,211,76,24,23,19,1:20.516,,,0
1916,211,79,18,20,20,1:20.606,,,0
1917,211,75,20,15,21,1:20.961,,,0
1918,211,50,25,19,22,1:21.290,,,0
1919,212,35,3,3,1,1:16.525,,,1
1920,212,49,3,4,2,1:16.791,,,1
1921,212,14,1,10,3,1:17.521,,,1
1922,212,55,22,7,4,1:17.717,,,1
1923,212,57,1,10,5,1:17.737,,,1
1924,212,77,22,8,6,1:18.041,,,1
1925,212,30,6,5,7,1:18.313,,,1
1926,212,21,17,12,8,1:18.385,,,1
1927,212,23,17,11,9,1:18.423,,,1
1928,212,65,15,16,10,1:18.494,,,1
1929,212,56,6,6,11,1:18.873,,,0
1930,212,44,20,14,12,1:19.157,,,0
1931,212,81,15,17,13,1:19.323,,,0
1932,212,63,25,18,14,1:20.079,,,0
1933,212,71,21,1,15,1:20.089,,,0
1934,212,75,20,15,16,1:20.103,,,0
1935,212,22,24,22,17,1:20.255,,,0
1936,212,15,18,21,18,1:20.452,,,0
1937,212,50,25,19,19,1:20.582,,,0
1938,212,79,18,20,20,1:20.672,,,0
1939,212,64,21,2,21,1:21.029,,,0
1940,212,76,24,23,22,1:21.060,,,0
1941,213,30,6,5,1,1:18.095,,,1
1942,213,35,3,3,2,1:18.108,,,1
1943,213,22,24,22,3,1:18.388,,,1
1944,213,49,3,4,4,1:18.464,,,1
1945,213,14,1,10,5,1:18.466,,,1
1946,213,21,17,12,6,1:18.750,,,1
1947,213,23,17,11,7,1:18.869,,,1
1948,213,55,22,7,8,1:18.899,,,1
1949,213,57,1,9,9,1:18.916,,,1
1950,213,44,20,14,10,1:19.034,,,1
1951,213,25,22,8,11,1:19.286,,,0
1952,213,56,6,6,12,1:19.503,,,0
1953,213,65,15,16,13,1:19.622,,,0
1954,213,50,25,19,14,1:20.102,,,0
1955,213,71,21,1,15,1:20.129,,,0
1956,213,64,21,2,16,1:20.175,,,0
1957,213,63,25,18,17,1:20.336,,,0
1958,213,81,15,17,18,1:20.357,,,0
1959,213,75,20,15,19,1:20.370,,,0
1960,213,15,18,21,20,1:20.370,,,0
1961,213,76,24,23,21,1:20.491,,,0
1962,213,79,18,20,22,1:21.034,,,0
1963,214,30,6,5,1,1:14.548,,,1
1964,214,49,3,4,2,1:14.749,,,1
1965,214,23,17,11,3,1:14.755,,,1
1966,214,35,3,3,4,1:14.800,,,1
1967,214,56,6,6,5,1:14.860,,,1
1968,214,15,20,14,6,1:14.957,,,1
1969,214,25,22,8,7,1:14.986,,,1
1970,214,55,22,7,8,1:15.228,,,1
1971,214,14,1,10,9,1:15.270,,,1
1972,214,57,1,9,10,1:15.339,,,1
1973,214,21,17,12,11,1:15.453,,,0
1974,214,22,24,22,12,1:15.876,,,0
1975,214,75,20,15,13,1:15.876,,,0
1976,214,65,15,16,14,1:16.018,,,0
1977,214,76,24,23,15,1:16.149,,,0
1978,214,64,21,2,16,1:16.536,,,0
1979,214,71,21,1,17,1:16.729,,,0
1980,214,50,25,19,18,1:16.941,,,0
1981,214,63,25,18,19,1:17.256,,,0
1982,214,82,15,17,20,1:17.538,,,0
1983,214,79,18,20,21,1:17.563,,,0
1984,214,58,18,21,22,1:18.280,,,0
1985,215,35,3,3,1,1:21.598,,,1
1986,215,49,3,4,2,1:21.732,,,1
1987,215,57,1,9,3,1:21.797,,,1
1988,215,30,6,5,4,1:21.977,,,1
1989,215,23,17,11,5,1:22.277,,,1
1990,215,14,1,10,6,1:22.279,,,1
1991,215,56,6,6,7,1:22.342,,,1
1992,215,25,22,8,8,1:22.344,,,1
1993,215,65,15,16,9,1:22.368,,,1
1994,215,21,17,12,10,1:22.371,,,1
1995,215,55,22,17,11,1:22.392,,,0
1996,215,71,21,1,12,1:23.271,,,0
1997,215,15,20,14,13,1:23.366,,,0
1998,215,75,20,15,14,1:23.887,,,0
1999,215,76,24,23,15,1:24.067,,,0
2000,215,64,21,2,16,1:24.239,,,0
2001,215,63,25,19,17,1:24.478,,,0
2002,215,79,18,20,18,1:24.553,,,0
2003,215,50,25,18,19,1:25.010,,,0
2004,215,58,18,21,20,1:25.154,,,0
2005,215,22,24,22,21,1:25.525,,,0
2006,215,82,15,17,22,,,,0
2007,216,77,22,8,1,1:41.873,,,1
2008,216,21,17,12,2,1:41.896,,,1
2009,216,57,1,9,3,1:42.034,,,1
2010,216,30,6,5,4,1:42.181,,,1
2011,216,49,3,4,5,1:42.421,,,1
2012,216,55,22,7,6,1:42.493,,,1
2013,216,23,17,11,7,1:42.498,,,1
2014,216,14,1,10,8,1:42.687,,,1
2015,216,35,3,3,9,1:42.967,,,1
2016,216,56,6,6,10,1:43.209,,,1
2017,216,15,20,14,11,1:43.226,,,0
2018,216,22,24,22,12,1:43.272,,,0
2019,216,71,21,1,13,1:43.361,,,0
2020,216,65,15,16,14,1:43.660,,,0
2021,216,76,24,23,15,1:43.927,,,0
2022,216,64,21,2,16,1:44.069,,,0
2023,216,75,20,15,17,1:44.112,,,0
2024,216,82,15,17,18,1:44.552,,,0
2025,216,63,25,18,19,1:45.372,,,0
2026,216,50,25,19,20,1:45.811,,,0
2027,216,58,18,21,21,1:45.942,,,0
2028,216,79,18,20,22,1:46.499,,,0
2029,224,35,3,6,1,1:32.371,,,1
2030,224,71,3,5,2,1:32.509,,,1
2031,224,56,6,2,3,1:32.889,,,1
2032,224,30,6,1,4,1:33.125,,,1
2033,224,57,1,7,5,1:34.054,,,1
2034,224,55,22,3,6,1:34.257,,,1
2035,224,77,22,4,7,1:34.344,,,1
2036,224,22,17,11,8,1:34.474,,,1
2037,224,49,15,15,9,1:34.494,,,1
2038,224,63,25,19,10,1:34.832,,,1
2039,224,44,27,9,11,1:35.330,,,0
2040,224,50,29,17,12,1:35.338,,,0
2041,224,14,1,8,13,1:35.351,,,0
2042,224,65,15,14,14,1:35.453,,,0
2043,224,79,25,18,15,1:35.715,,,0
2044,224,21,18,21,16,1:35.898,,,0
2045,224,83,18,20,17,1:36.109,,,0
2046,224,73,29,16,18,1:36.198,,,0
2047,224,84,17,12,19,1:36.286,,,0
2048,224,64,27,10,20,1:36.298,,,0
2049,225,71,3,5,1,1:18.111,,,1
2050,225,22,17,11,2,1:19.092,,,1
2051,225,35,3,6,3,1:19.254,,,1
2052,225,30,6,1,4,1:19.474,,,1
2053,225,55,22,3,5,1:19.484,,,1
2054,225,84,17,12,6,1:19.519,,,1
2055,225,57,1,7,7,1:19.607,,,1
2056,225,77,22,4,8,1:19.762,,,1
2057,225,49,15,15,9,1:19.799,,,1
2058,225,56,6,2,10,1:19.951,,,1
2059,225,63,25,19,11,1:20.000,,,0
2060,225,65,15,14,12,1:20.144,,,0
2061,225,50,29,17,13,1:20.157,,,0
2062,225,14,1,8,14,1:20.167,,,0
2063,225,44,27,9,15,1:20.426,,,0
2064,225,79,25,18,16,1:20.427,,,0
2065,225,73,29,16,17,1:20.440,,,0
2066,225,83,18,20,18,1:21.491,,,0
2067,225,69,28,22,19,1:23.174,,,0
2068,225,85,28,23,20,1:23.454,,,0
2069,225,58,18,21,21,,,,0
2070,225,64,27,10,22,,,,0
2071,226,71,3,5,1,1:30.346,,,1
2072,226,30,6,1,2,1:30.598,,,1
2073,226,35,3,6,3,1:30.907,,,1
2074,226,55,22,3,4,1:31.038,,,1
2075,226,77,22,4,5,1:31.262,,,1
2076,226,22,17,11,6,1:31.404,,,1
2077,226,50,29,17,7,1:31.615,,,1
2078,226,57,1,7,8,1:31.801,,,1
2079,226,14,1,8,9,1:32.001,,,1
2080,226,56,6,2,10,1:32.058,,,1
2081,226,49,15,15,11,1:32.130,,,0
2082,226,44,27,9,12,1:32.177,,,0
2083,226,79,25,18,13,1:32.407,,,0
2084,226,58,18,21,14,1:32.502,,,0
2085,226,84,17,12,15,1:32.696,,,0
2086,226,63,25,19,16,1:32.903,,,0
2087,226,65,15,14,17,1:33.256,,,0
2088,226,64,27,10,18,1:33.424,,,0
2089,226,83,18,20,19,1:33.727,,,0
2090,226,73,29,16,20,1:33.752,,,0
2091,226,69,28,22,21,1:34.830,,,0
2092,226,85,28,23,22,1:35.651,,,0
2093,227,71,3,5,1,1:18.941,,,1
2094,227,35,3,6,2,1:19.721,,,1
2095,227,30,6,1,3,1:20.149,,,1
2096,227,55,22,3,4,1:20.711,,,1
2097,227,22,17,11,5,1:20.818,,,1
2098,227,14,1,8,6,1:20.888,,,1
2099,227,56,6,2,7,1:20.931,,,1
2100,227,77,22,4,8,1:21.054,,,1
2101,227,57,1,7,9,1:21.078,,,1
2102,227,49,15,15,10,1:21.113,,,1
2103,227,84,17,12,11,1:21.177,,,0
2104,227,65,15,14,12,1:21.210,,,0
2105,227,50,29,17,13,1:21.367,,,0
2106,227,63,25,19,14,1:21.458,,,0
2107,227,44,27,9,15,1:21.509,,,0
2108,227,79,25,18,16,1:21.812,,,0
2109,227,64,27,10,17,1:22.733,,,0
2110,227,21,18,21,18,1:22.921,,,0
2111,227,83,18,20,19,1:23.139,,,0
2112,227,73,29,16,20,1:23.620,,,0
2113,228,30,6,1,1,1:26.890,,,1
2114,228,71,3,5,2,1:27.105,,,1
2115,228,35,3,6,3,1:27.220,,,1
2116,228,14,1,8,4,1:27.688,,,1
2117,228,55,22,3,5,1:28.009,,,1
2118,228,56,6,2,6,1:28.205,,,1
2119,228,77,22,4,7,1:28.336,,,1
2120,228,63,25,19,8,1:28.423,,,1
2121,228,22,17,11,9,1:28.632,,,1
2122,228,49,15,15,10,1:28.785,,,1
2123,228,57,1,7,11,1:29.079,,,0
2125,228,44,27,9,12,1:29.472,,,0
2126,228,50,29,17,13,1:29.539,,,0
2127,228,65,15,14,14,1:29.541,,,0
2128,228,79,25,18,15,1:29.892,,,0
2129,228,64,27,10,16,1:29.989,,,0
2130,228,83,18,20,17,1:30.471,,,0
2131,228,21,18,21,18,1:30.814,,,0
2132,228,73,29,16,19,1:31.316,,,0
2133,228,69,28,22,20,1:32.037,,,0
2134,229,30,6,1,1,1:20.356,,,1
2135,229,71,3,5,2,1:20.866,,,1
2136,229,55,22,3,3,1:20.918,,,1
2137,229,77,22,4,4,1:21.067,,,1
2138,229,14,1,8,5,1:21.460,,,1
2139,229,22,17,11,6,1:21.504,,,1
2140,229,56,6,2,7,1:21.542,,,1
2141,229,57,1,7,8,1:21.688,,,1
2142,229,49,15,15,9,1:21.929,,,1
2143,229,35,3,6,10,1:21.963,,,1
2144,229,63,25,19,11,1:22.235,,,0
2145,229,50,29,17,12,1:22.327,,,0
2146,229,65,15,14,13,1:22.346,,,0
2147,229,44,27,9,14,1:22.358,,,0
2148,229,79,25,18,15,1:22.460,,,0
2149,229,84,17,12,16,1:22.519,,,0
2150,229,64,27,10,17,1:22.682,,,0
2151,229,21,18,21,18,1:22.684,,,0
2152,229,83,18,20,19,1:23.350,,,0
2153,229,73,29,16,20,1:24.976,,,0
2154,229,69,28,22,21,1:25.059,,,0
2155,229,85,28,23,22,1:25.393,,,0
2156,230,71,3,5,1,1:20.650,,,1
2157,230,35,3,6,2,1:21.084,,,1
2158,230,30,6,1,3,1:21.587,,,1
2159,230,55,22,3,4,1:22.061,,,1
2160,230,77,22,4,5,1:22.125,,,1
2161,230,56,6,2,6,1:22.333,,,1
2162,230,22,17,11,7,1:22.379,,,1
2163,230,44,27,9,8,1:22.685,,,1
2164,230,65,15,14,9,1:23.027,,,1
2165,230,57,1,7,10,1:23.070,,,1
2166,230,49,15,15,11,1:23.195,,,0
2167,230,63,25,19,12,1:23.224,,,0
2168,230,50,29,17,13,1:23.371,,,0
2169,230,14,1,8,14,1:23.416,,,0
2170,230,84,17,12,15,1:23.438,,,0
2171,230,79,25,18,16,1:24.401,,,0
2172,230,64,27,10,17,1:24.468,,,0
2173,230,83,18,20,18,1:25.274,,,0
2174,230,21,18,21,19,1:25.531,,,0
2175,230,73,29,16,20,1:25.621,,,0
2176,240,71,3,5,1,1:20.081,,,1
2177,240,30,22,1,2,1:20.382,,,1
2178,240,14,3,6,3,1:20.422,,,1
2179,240,65,22,2,4,1:20.888,,,1
2180,240,77,6,28,5,1:20.906,,,1
2181,240,55,6,27,6,1:21.041,,,1
2182,240,57,1,8,7,1:21.399,,,1
2183,240,56,17,15,8,1:21.749,,,1
2184,240,87,1,7,9,1:21.779,,,1
2185,240,44,27,26,10,1:21.914,,,1
2186,240,79,25,3,11,1:22.325,,,0
2187,240,63,25,4,12,1:22.416,,,0
2188,240,81,29,9,13,1:22.468,,,0
2189,240,49,15,30,14,1:22.872,,,0
2190,240,88,27,25,15,1:22.971,,,0
2191,240,22,17,14,16,1:22.975,,,0
2192,240,94,18,23,17,1:24.383,,,0
2193,240,69,18,24,18,1:24.443,,,0
